ID;DATAFLOW;COUNTRY;Reference area;FINANCING_SCHEME;Financing scheme;TIME_PERIOD;OBS_VALUE
FI_2020;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);FI;Finland;HF11;Government schemes;2020;65,452
FI_2021;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);FI;Finland;HF11;Government schemes;2021;66,766
PL_2012;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);PL;Poland;HF11;Government schemes;2012;6,414
PL_2013;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);PL;Poland;HF11;Government schemes;2013;9,972
PL_2014;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);PL;Poland;HF11;Government schemes;2014;9,321
PL_2015;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);PL;Poland;HF11;Government schemes;2015;9,461
PL_2016;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);PL;Poland;HF11;Government schemes;2016;9,713
PL_2017;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);PL;Poland;HF11;Government schemes;2017;10,354
PL_2018;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);PL;Poland;HF11;Government schemes;2018;9,968
PL_2019;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);PL;Poland;HF11;Government schemes;2019;9,939
PL_2020;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);PL;Poland;HF11;Government schemes;2020;9,837
PL_2021;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);PL;Poland;HF11;Government schemes;2021;15,134
PL_2022;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);PL;Poland;HF11;Government schemes;2022;12,351
IT_2012;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);IT;Italy;HF11;Government schemes;2012;75,648
IT_2013;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);IT;Italy;HF11;Government schemes;2013;75,518
IT_2014;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);IT;Italy;HF11;Government schemes;2014;75,182
IT_2015;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);IT;Italy;HF11;Government schemes;2015;74,201
IT_2016;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);IT;Italy;HF11;Government schemes;2016;74,221
IT_2017;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);IT;Italy;HF11;Government schemes;2017;73,563
IT_2018;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);IT;Italy;HF11;Government schemes;2018;73,706
IT_2019;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);IT;Italy;HF11;Government schemes;2019;73,58
IT_2020;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);IT;Italy;HF11;Government schemes;2020;75,77
IT_2021;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);IT;Italy;HF11;Government schemes;2021;75,302
IT_2022;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);IT;Italy;HF11;Government schemes;2022;75,694
FR_2012;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);FR;France;HF11;Government schemes;2012;5,028
FR_2013;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);FR;France;HF11;Government schemes;2013;5,071
FR_2014;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);FR;France;HF11;Government schemes;2014;5,094
FR_2015;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);FR;France;HF11;Government schemes;2015;5,128
FR_2016;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);FR;France;HF11;Government schemes;2016;5,147
FR_2017;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);FR;France;HF11;Government schemes;2017;5,204
FR_2018;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);FR;France;HF11;Government schemes;2018;5,284
FR_2019;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);FR;France;HF11;Government schemes;2019;5,302
FR_2020;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);FR;France;HF11;Government schemes;2020;5,513
FR_2021;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);FR;France;HF11;Government schemes;2021;4,251
GM_2012;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);GM;United Kingdom;HF11;Government schemes;2012;81,479
GM_2013;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);GM;United Kingdom;HF11;Government schemes;2013;80,087
GM_2014;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);GM;United Kingdom;HF11;Government schemes;2014;80,18
GM_2015;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);GM;United Kingdom;HF11;Government schemes;2015;80,151
GM_2016;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);GM;United Kingdom;HF11;Government schemes;2016;80,577
GM_2017;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);GM;United Kingdom;HF11;Government schemes;2017;79,99
GM_2018;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);GM;United Kingdom;HF11;Government schemes;2018;79,325
GM_2019;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);GM;United Kingdom;HF11;Government schemes;2019;79,286
GM_2020;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);GM;United Kingdom;HF11;Government schemes;2020;83,069
GM_2021;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);GM;United Kingdom;HF11;Government schemes;2021;83,026
GM_2022;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);GM;United Kingdom;HF11;Government schemes;2022;81,545
HR_2012;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);HR;Croatia;HF11;Government schemes;2012;2,46
HR_2013;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);HR;Croatia;HF11;Government schemes;2013;2,711
HR_2014;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);HR;Croatia;HF11;Government schemes;2014;2,959
HR_2015;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);HR;Croatia;HF11;Government schemes;2015;3,791
HR_2016;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);HR;Croatia;HF11;Government schemes;2016;5,592
HR_2017;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);HR;Croatia;HF11;Government schemes;2017;6,865
HR_2018;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);HR;Croatia;HF11;Government schemes;2018;6,904
HR_2019;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);HR;Croatia;HF11;Government schemes;2019;5,231
HR_2020;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);HR;Croatia;HF11;Government schemes;2020;6,651
HR_2021;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);HR;Croatia;HF11;Government schemes;2021;9,429
LT_2012;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);LT;Lithuania;HF11;Government schemes;2012;9,19
LT_2013;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);LT;Lithuania;HF11;Government schemes;2013;8,804
LT_2014;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);LT;Lithuania;HF11;Government schemes;2014;10,098
LT_2015;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);LT;Lithuania;HF11;Government schemes;2015;9,966
LT_2016;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);LT;Lithuania;HF11;Government schemes;2016;9,501
LT_2017;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);LT;Lithuania;HF11;Government schemes;2017;8,976
LT_2018;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);LT;Lithuania;HF11;Government schemes;2018;8,572
LT_2019;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);LT;Lithuania;HF11;Government schemes;2019;8,21
LT_2020;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);LT;Lithuania;HF11;Government schemes;2020;10,38
LT_2021;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);LT;Lithuania;HF11;Government schemes;2021;12,067
AT_2012;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);AT;Austria;HF11;Government schemes;2012;31,133
AT_2013;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);AT;Austria;HF11;Government schemes;2013;30,447
AT_2014;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);AT;Austria;HF11;Government schemes;2014;30,206
AT_2015;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);AT;Austria;HF11;Government schemes;2015;30,013
AT_2016;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);AT;Austria;HF11;Government schemes;2016;29,915
AT_2017;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);AT;Austria;HF11;Government schemes;2017;29,816
AT_2018;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);AT;Austria;HF11;Government schemes;2018;30,273
AT_2019;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);AT;Austria;HF11;Government schemes;2019;30,439
AT_2020;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);AT;Austria;HF11;Government schemes;2020;33,606
AT_2021;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);AT;Austria;HF11;Government schemes;2021;37,765
ES_2012;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);ES;Spain;HF11;Government schemes;2012;67,871
ES_2013;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);ES;Spain;HF11;Government schemes;2013;66,626
ES_2014;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);ES;Spain;HF11;Government schemes;2014;65,882
ES_2015;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);ES;Spain;HF11;Government schemes;2015;67,032
ES_2016;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);ES;Spain;HF11;Government schemes;2016;67,254
ES_2017;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);ES;Spain;HF11;Government schemes;2017;66,409
ES_2018;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);ES;Spain;HF11;Government schemes;2018;66,057
ES_2019;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);ES;Spain;HF11;Government schemes;2019;66,528
ES_2020;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);ES;Spain;HF11;Government schemes;2020;69,401
ES_2021;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);ES;Spain;HF11;Government schemes;2021;68,05
RO_2012;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);RO;Romania;HF11;Government schemes;2012;9,979
RO_2013;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);RO;Romania;HF11;Government schemes;2013;12,923
RO_2014;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);RO;Romania;HF11;Government schemes;2014;13,211
RO_2015;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);RO;Romania;HF11;Government schemes;2015;13,503
RO_2016;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);RO;Romania;HF11;Government schemes;2016;13,094
RO_2017;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);RO;Romania;HF11;Government schemes;2017;15,487
RO_2018;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);RO;Romania;HF11;Government schemes;2018;16,035
RO_2019;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);RO;Romania;HF11;Government schemes;2019;15,44
RO_2020;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);RO;Romania;HF11;Government schemes;2020;17,543
RO_2021;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);RO;Romania;HF11;Government schemes;2021;18,22
CZ_2012;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);CZ;Czechia;HF12HF13;Compulsory contributory health insurance schemes;2012;73,991
CZ_2013;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);CZ;Czechia;HF12HF13;Compulsory contributory health insurance schemes;2013;73,306
CZ_2014;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);CZ;Czechia;HF12HF13;Compulsory contributory health insurance schemes;2014;72,984
CZ_2015;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);CZ;Czechia;HF12HF13;Compulsory contributory health insurance schemes;2015;73,132
CZ_2016;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);CZ;Czechia;HF12HF13;Compulsory contributory health insurance schemes;2016;73,053
CZ_2017;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);CZ;Czechia;HF12HF13;Compulsory contributory health insurance schemes;2017;72,306
CZ_2018;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);CZ;Czechia;HF12HF13;Compulsory contributory health insurance schemes;2018;72,192
CZ_2019;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);CZ;Czechia;HF12HF13;Compulsory contributory health insurance schemes;2019;72,08
CZ_2020;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);CZ;Czechia;HF12HF13;Compulsory contributory health insurance schemes;2020;70,225
CZ_2021;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);CZ;Czechia;HF12HF13;Compulsory contributory health insurance schemes;2021;70,973
IT_2012;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);IT;Italy;HF12HF13;Compulsory contributory health insurance schemes;2012;0,228
IT_2013;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);IT;Italy;HF12HF13;Compulsory contributory health insurance schemes;2013;0,241
IT_2014;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);IT;Italy;HF12HF13;Compulsory contributory health insurance schemes;2014;0,243
IT_2015;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);IT;Italy;HF12HF13;Compulsory contributory health insurance schemes;2015;0,234
IT_2016;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);IT;Italy;HF12HF13;Compulsory contributory health insurance schemes;2016;0,18
IT_2017;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);IT;Italy;HF12HF13;Compulsory contributory health insurance schemes;2017;0,173
IT_2018;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);IT;Italy;HF12HF13;Compulsory contributory health insurance schemes;2018;0,155
IT_2019;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);IT;Italy;HF12HF13;Compulsory contributory health insurance schemes;2019;0,165
IT_2020;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);IT;Italy;HF12HF13;Compulsory contributory health insurance schemes;2020;0,156
IT_2021;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);IT;Italy;HF12HF13;Compulsory contributory health insurance schemes;2021;0,159
IT_2022;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);IT;Italy;HF12HF13;Compulsory contributory health insurance schemes;2022;0,158
DE_2012;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);DE;Germany;HF12HF13;Compulsory contributory health insurance schemes;2012;76,149
DE_2013;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);DE;Germany;HF12HF13;Compulsory contributory health insurance schemes;2013;76,987
DE_2014;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);DE;Germany;HF12HF13;Compulsory contributory health insurance schemes;2014;77,324
DE_2015;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);DE;Germany;HF12HF13;Compulsory contributory health insurance schemes;2015;77,28
DE_2016;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);DE;Germany;HF12HF13;Compulsory contributory health insurance schemes;2016;77,272
DE_2017;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);DE;Germany;HF12HF13;Compulsory contributory health insurance schemes;2017;77,712
DE_2018;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);DE;Germany;HF12HF13;Compulsory contributory health insurance schemes;2018;77,554
DE_2019;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);DE;Germany;HF12HF13;Compulsory contributory health insurance schemes;2019;77,408
DE_2020;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);DE;Germany;HF12HF13;Compulsory contributory health insurance schemes;2020;76,05
DE_2021;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);DE;Germany;HF12HF13;Compulsory contributory health insurance schemes;2021;74,773
FI_2012;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);FI;Finland;HF12HF13;Compulsory contributory health insurance schemes;2012;14,645
FI_2013;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);FI;Finland;HF12HF13;Compulsory contributory health insurance schemes;2013;14,093
FI_2014;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);FI;Finland;HF12HF13;Compulsory contributory health insurance schemes;2014;14,198
FI_2015;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);FI;Finland;HF12HF13;Compulsory contributory health insurance schemes;2015;14,467
FI_2016;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);FI;Finland;HF12HF13;Compulsory contributory health insurance schemes;2016;14,127
FI_2017;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);FI;Finland;HF12HF13;Compulsory contributory health insurance schemes;2017;13,757
FI_2018;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);FI;Finland;HF12HF13;Compulsory contributory health insurance schemes;2018;13,98
FI_2019;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);FI;Finland;HF12HF13;Compulsory contributory health insurance schemes;2019;13,906
FI_2020;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);FI;Finland;HF12HF13;Compulsory contributory health insurance schemes;2020;13,607
FI_2021;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);FI;Finland;HF12HF13;Compulsory contributory health insurance schemes;2021;13,012
MT_2020;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);MT;Malta;HF12HF13;Compulsory contributory health insurance schemes;2020;0,069
GR_2012;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);GR;Greece;HF12HF13;Compulsory contributory health insurance schemes;2012;35,875
GR_2013;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);GR;Greece;HF12HF13;Compulsory contributory health insurance schemes;2013;31,521
GR_2014;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);GR;Greece;HF12HF13;Compulsory contributory health insurance schemes;2014;27,454
GR_2015;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);GR;Greece;HF12HF13;Compulsory contributory health insurance schemes;2015;30,229
GR_2016;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);GR;Greece;HF12HF13;Compulsory contributory health insurance schemes;2016;30,734
GR_2017;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);GR;Greece;HF12HF13;Compulsory contributory health insurance schemes;2017;32,867
GR_2018;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);GR;Greece;HF12HF13;Compulsory contributory health insurance schemes;2018;32,358
GR_2019;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);GR;Greece;HF12HF13;Compulsory contributory health insurance schemes;2019;34,18
GR_2020;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);GR;Greece;HF12HF13;Compulsory contributory health insurance schemes;2020;33,662
GR_2021;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);GR;Greece;HF12HF13;Compulsory contributory health insurance schemes;2021;31,764
FR_2012;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);FR;France;HF12HF13;Compulsory contributory health insurance schemes;2012;71,06
FR_2013;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);FR;France;HF12HF13;Compulsory contributory health insurance schemes;2013;71,09
FR_2014;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);FR;France;HF12HF13;Compulsory contributory health insurance schemes;2014;71,279
FR_2015;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);FR;France;HF12HF13;Compulsory contributory health insurance schemes;2015;71,454
FR_2016;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);FR;France;HF12HF13;Compulsory contributory health insurance schemes;2016;77,834
FR_2017;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);FR;France;HF12HF13;Compulsory contributory health insurance schemes;2017;77,889
FR_2018;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);FR;France;HF12HF13;Compulsory contributory health insurance schemes;2018;78,069
FR_2019;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);FR;France;HF12HF13;Compulsory contributory health insurance schemes;2019;78,254
FR_2020;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);FR;France;HF12HF13;Compulsory contributory health insurance schemes;2020;79,286
FR_2021;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);FR;France;HF12HF13;Compulsory contributory health insurance schemes;2021;80,555
CY_2012;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);CY;Cyprus;HF12HF13;Compulsory contributory health insurance schemes;2012;0,704
CY_2013;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);CY;Cyprus;HF12HF13;Compulsory contributory health insurance schemes;2013;0,654
CY_2014;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);CY;Cyprus;HF12HF13;Compulsory contributory health insurance schemes;2014;0,629
CY_2015;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);CY;Cyprus;HF12HF13;Compulsory contributory health insurance schemes;2015;0,325
CY_2016;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);CY;Cyprus;HF12HF13;Compulsory contributory health insurance schemes;2016;0,327
CY_2017;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);CY;Cyprus;HF12HF13;Compulsory contributory health insurance schemes;2017;0,269
CY_2018;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);CY;Cyprus;HF12HF13;Compulsory contributory health insurance schemes;2018;0,223
CY_2019;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);CY;Cyprus;HF12HF13;Compulsory contributory health insurance schemes;2019;13,723
CY_2020;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);CY;Cyprus;HF12HF13;Compulsory contributory health insurance schemes;2020;41,058
CY_2021;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);CY;Cyprus;HF12HF13;Compulsory contributory health insurance schemes;2021;58,09
EE_2012;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);EE;Estonia;HF12HF13;Compulsory contributory health insurance schemes;2012;62,995
EE_2013;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);EE;Estonia;HF12HF13;Compulsory contributory health insurance schemes;2013;61,96
EE_2014;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);EE;Estonia;HF12HF13;Compulsory contributory health insurance schemes;2014;62,926
EE_2015;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);EE;Estonia;HF12HF13;Compulsory contributory health insurance schemes;2015;62,394
EE_2016;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);EE;Estonia;HF12HF13;Compulsory contributory health insurance schemes;2016;62,871
EE_2017;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);EE;Estonia;HF12HF13;Compulsory contributory health insurance schemes;2017;62,165
EE_2018;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);EE;Estonia;HF12HF13;Compulsory contributory health insurance schemes;2018;64,551
EE_2019;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);EE;Estonia;HF12HF13;Compulsory contributory health insurance schemes;2019;66,355
EE_2020;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);EE;Estonia;HF12HF13;Compulsory contributory health insurance schemes;2020;68,023
EE_2021;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);EE;Estonia;HF12HF13;Compulsory contributory health insurance schemes;2021;63,656
EE_2022;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);EE;Estonia;HF12HF13;Compulsory contributory health insurance schemes;2022;65,833
PL_2012;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);PL;Poland;HF12HF13;Compulsory contributory health insurance schemes;2012;63,627
PL_2013;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);PL;Poland;HF12HF13;Compulsory contributory health insurance schemes;2013;60,686
PL_2014;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);PL;Poland;HF12HF13;Compulsory contributory health insurance schemes;2014;61,338
PL_2015;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);PL;Poland;HF12HF13;Compulsory contributory health insurance schemes;2015;60,283
PL_2016;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);PL;Poland;HF12HF13;Compulsory contributory health insurance schemes;2016;59,608
PL_2017;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);PL;Poland;HF12HF13;Compulsory contributory health insurance schemes;2017;58,934
PL_2018;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);PL;Poland;HF12HF13;Compulsory contributory health insurance schemes;2018;61,526
PL_2019;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);PL;Poland;HF12HF13;Compulsory contributory health insurance schemes;2019;61,838
PL_2020;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);PL;Poland;HF12HF13;Compulsory contributory health insurance schemes;2020;62,429
PL_2021;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);PL;Poland;HF12HF13;Compulsory contributory health insurance schemes;2021;57,33
PL_2022;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);PL;Poland;HF12HF13;Compulsory contributory health insurance schemes;2022;62,545
HU_2012;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);HU;Hungary;HF12HF13;Compulsory contributory health insurance schemes;2012;56,866
HU_2013;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);HU;Hungary;HF12HF13;Compulsory contributory health insurance schemes;2013;57,763
HU_2014;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);HU;Hungary;HF12HF13;Compulsory contributory health insurance schemes;2014;57,418
HU_2015;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);HU;Hungary;HF12HF13;Compulsory contributory health insurance schemes;2015;56,734
HU_2016;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);HU;Hungary;HF12HF13;Compulsory contributory health insurance schemes;2016;59,579
HU_2017;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);HU;Hungary;HF12HF13;Compulsory contributory health insurance schemes;2017;60,728
HU_2018;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);HU;Hungary;HF12HF13;Compulsory contributory health insurance schemes;2018;60,978
HU_2019;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);HU;Hungary;HF12HF13;Compulsory contributory health insurance schemes;2019;60,011
HU_2020;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);HU;Hungary;HF12HF13;Compulsory contributory health insurance schemes;2020;59,189
HU_2021;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);HU;Hungary;HF12HF13;Compulsory contributory health insurance schemes;2021;57,927
HU_2022;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);HU;Hungary;HF12HF13;Compulsory contributory health insurance schemes;2022;60,637
CH_2012;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);CH;Switzerland;HF12HF13;Compulsory contributory health insurance schemes;2012;39,945
CH_2013;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);CH;Switzerland;HF12HF13;Compulsory contributory health insurance schemes;2013;41,227
CH_2014;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);CH;Switzerland;HF12HF13;Compulsory contributory health insurance schemes;2014;41,288
CH_2015;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);CH;Switzerland;HF12HF13;Compulsory contributory health insurance schemes;2015;42,064
CH_2016;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);CH;Switzerland;HF12HF13;Compulsory contributory health insurance schemes;2016;42,544
CH_2017;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);CH;Switzerland;HF12HF13;Compulsory contributory health insurance schemes;2017;42,638
