ID;DATAFLOW;COUNTRY;Reference area;FUNCTION;TIME_PERIOD;OBS_VALUE
CH_2013;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);CH;Switzerland;HC1;2013;47,937
CH_2014;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);CH;Switzerland;HC1;2014;48,065
CH_2015;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);CH;Switzerland;HC1;2015;47,979
CH_2016;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);CH;Switzerland;HC1;2016;47,67
CH_2017;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);CH;Switzerland;HC1;2017;46,834
CH_2018;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);CH;Switzerland;HC1;2018;46,4
CH_2019;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);CH;Switzerland;HC1;2019;46,551
CH_2020;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);CH;Switzerland;HC1;2020;44,88
CH_2021;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);CH;Switzerland;HC1;2021;43,868
AT_2012;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);AT;Austria;HC2;2012;6,344
AT_2013;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);AT;Austria;HC2;2013;6,536
AT_2014;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);AT;Austria;HC2;2014;6,631
AT_2015;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);AT;Austria;HC2;2015;6,58
AT_2016;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);AT;Austria;HC2;2016;6,563
AT_2017;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);AT;Austria;HC2;2017;6,658
AT_2018;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);AT;Austria;HC2;2018;6,54
AT_2019;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);AT;Austria;HC2;2019;6,504
AT_2020;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);AT;Austria;HC2;2020;5,992
AT_2021;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);AT;Austria;HC2;2021;5,684
BE_2012;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);BE;Belgium;HC2;2012;6,97
BE_2013;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);BE;Belgium;HC2;2013;7,081
BE_2014;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);BE;Belgium;HC2;2014;6,918
BE_2015;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);BE;Belgium;HC2;2015;7,427
BE_2016;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);BE;Belgium;HC2;2016;8,634
BE_2017;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);BE;Belgium;HC2;2017;8,403
BE_2018;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);BE;Belgium;HC2;2018;8,416
BE_2019;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);BE;Belgium;HC2;2019;8,111
BE_2020;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);BE;Belgium;HC2;2020;7,718
BE_2021;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);BE;Belgium;HC2;2021;7,456
BG_2012;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);BG;Bulgaria;HC2;2012;1,241
BG_2013;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);BG;Bulgaria;HC2;2013;1,781
BG_2014;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);BG;Bulgaria;HC2;2014;1,341
BG_2015;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);BG;Bulgaria;HC2;2015;1,661
BG_2016;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);BG;Bulgaria;HC2;2016;1,612
BG_2017;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);BG;Bulgaria;HC2;2017;1,626
BG_2018;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);BG;Bulgaria;HC2;2018;1,714
BG_2019;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);BG;Bulgaria;HC2;2019;1,688
BG_2020;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);BG;Bulgaria;HC2;2020;1,161
BG_2021;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);BG;Bulgaria;HC2;2021;1,169
HR_2012;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);HR;Croatia;HC2;2012;3,146
HR_2013;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);HR;Croatia;HC2;2013;3,339
HR_2014;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);HR;Croatia;HC2;2014;3,168
HR_2015;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);HR;Croatia;HC2;2015;3,542
HR_2016;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);HR;Croatia;HC2;2016;3,794
HR_2017;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);HR;Croatia;HC2;2017;3,942
HR_2018;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);HR;Croatia;HC2;2018;3,711
HR_2019;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);HR;Croatia;HC2;2019;3,537
HR_2020;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);HR;Croatia;HC2;2020;2,706
HR_2021;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);HR;Croatia;HC2;2021;2,55
CY_2012;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);CY;Cyprus;HC2;2012;6,383
CY_2013;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);CY;Cyprus;HC2;2013;6,348
CY_2014;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);CY;Cyprus;HC2;2014;6,506
CY_2015;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);CY;Cyprus;HC2;2015;7,088
CY_2016;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);CY;Cyprus;HC2;2016;7,05
CY_2017;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);CY;Cyprus;HC2;2017;6,971
CY_2018;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);CY;Cyprus;HC2;2018;6,966
CY_2019;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);CY;Cyprus;HC2;2019;6,451
CY_2020;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);CY;Cyprus;HC2;2020;4,972
CY_2021;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);CY;Cyprus;HC2;2021;3,873
CZ_2012;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);CZ;Czechia;HC2;2012;4,654
CZ_2013;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);CZ;Czechia;HC2;2013;4,607
CZ_2014;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);CZ;Czechia;HC2;2014;4,748
CZ_2015;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);CZ;Czechia;HC2;2015;4,803
CZ_2016;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);CZ;Czechia;HC2;2016;4,863
CZ_2017;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);CZ;Czechia;HC2;2017;4,956
CZ_2018;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);CZ;Czechia;HC2;2018;5,117
CZ_2019;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);CZ;Czechia;HC2;2019;5,338
CZ_2020;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);CZ;Czechia;HC2;2020;4,33
CZ_2021;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);CZ;Czechia;HC2;2021;4,184
DK_2012;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);DK;Denmark;HC2;2012;1,653
DK_2013;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);DK;Denmark;HC2;2013;1,699
DK_2014;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);DK;Denmark;HC2;2014;1,734
DK_2015;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);DK;Denmark;HC2;2015;1,762
DK_2016;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);DK;Denmark;HC2;2016;1,811
DK_2017;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);DK;Denmark;HC2;2017;1,877
DK_2018;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);DK;Denmark;HC2;2018;1,923
DK_2019;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);DK;Denmark;HC2;2019;1,919
DK_2020;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);DK;Denmark;HC2;2020;1,73
DK_2021;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);DK;Denmark;HC2;2021;1,679
DK_2022;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);DK;Denmark;HC2;2022;1,775
EE_2012;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);EE;Estonia;HC2;2012;1,424
EE_2013;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);EE;Estonia;HC2;2013;1,766
EE_2014;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);EE;Estonia;HC2;2014;1,868
EE_2015;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);EE;Estonia;HC2;2015;1,624
EE_2016;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);EE;Estonia;HC2;2016;1,555
EE_2017;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);EE;Estonia;HC2;2017;1,464
EE_2018;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);EE;Estonia;HC2;2018;1,379
EE_2019;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);EE;Estonia;HC2;2019;1,384
EE_2020;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);EE;Estonia;HC2;2020;1,159
EE_2021;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);EE;Estonia;HC2;2021;1,151
FI_2012;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);FI;Finland;HC2;2012;2,413
FI_2013;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);FI;Finland;HC2;2013;2,531
FI_2014;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);FI;Finland;HC2;2014;2,596
FI_2015;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);FI;Finland;HC2;2015;2,659
FI_2016;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);FI;Finland;HC2;2016;2,739
FI_2017;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);FI;Finland;HC2;2017;3,074
FI_2018;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);FI;Finland;HC2;2018;3,133
FI_2019;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);FI;Finland;HC2;2019;3,201
FI_2020;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);FI;Finland;HC2;2020;2,898
FI_2021;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);FI;Finland;HC2;2021;2,837
FR_2012;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);FR;France;HC2;2012;6,055
FR_2013;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);FR;France;HC2;2013;5,473
FR_2014;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);FR;France;HC2;2014;5,558
FR_2015;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);FR;France;HC2;2015;5,542
FR_2016;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);FR;France;HC2;2016;5,516
FR_2017;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);FR;France;HC2;2017;5,544
FR_2018;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);FR;France;HC2;2018;5,533
FR_2019;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);FR;France;HC2;2019;5,567
FR_2020;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);FR;France;HC2;2020;5,225
FR_2021;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);FR;France;HC2;2021;5,285
DE_2012;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);DE;Germany;HC2;2012;3,053
DE_2013;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);DE;Germany;HC2;2013;2,934
DE_2014;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);DE;Germany;HC2;2014;2,916
DE_2015;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);DE;Germany;HC2;2015;2,883
DE_2016;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);DE;Germany;HC2;2016;2,833
DE_2017;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);DE;Germany;HC2;2017;2,796
DE_2018;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);DE;Germany;HC2;2018;2,787
DE_2019;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);DE;Germany;HC2;2019;2,793
DE_2020;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);DE;Germany;HC2;2020;2,541
DE_2021;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);DE;Germany;HC2;2021;2,494
GR_2012;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);GR;Greece;HC2;2012;0,083
GR_2013;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);GR;Greece;HC2;2013;0,072
GR_2014;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);GR;Greece;HC2;2014;0,741
GR_2015;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);GR;Greece;HC2;2015;0,538
GR_2016;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);GR;Greece;HC2;2016;0,478
GR_2017;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);GR;Greece;HC2;2017;0,639
GR_2018;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);GR;Greece;HC2;2018;0,79
GR_2019;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);GR;Greece;HC2;2019;0,69
GR_2020;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);GR;Greece;HC2;2020;0,579
GR_2021;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);GR;Greece;HC2;2021;0,452
HU_2012;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);HU;Hungary;HC2;2012;3,574
HU_2013;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);HU;Hungary;HC2;2013;3,656
HU_2014;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);HU;Hungary;HC2;2014;3,4
HU_2015;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);HU;Hungary;HC2;2015;3,418
HU_2016;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);HU;Hungary;HC2;2016;3,648
HU_2017;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);HU;Hungary;HC2;2017;3,682
HU_2018;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);HU;Hungary;HC2;2018;3,656
HU_2019;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);HU;Hungary;HC2;2019;3,396
HU_2020;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);HU;Hungary;HC2;2020;3,186
HU_2021;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);HU;Hungary;HC2;2021;2,799
IS_2012;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);IS;Iceland;HC2;2012;5,395
IS_2013;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);IS;Iceland;HC2;2013;5,218
IS_2014;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);IS;Iceland;HC2;2014;5,229
IS_2015;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);IS;Iceland;HC2;2015;5,52
IS_2016;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);IS;Iceland;HC2;2016;6,361
IS_2017;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);IS;Iceland;HC2;2017;7,363
IS_2018;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);IS;Iceland;HC2;2018;7,272
IS_2019;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);IS;Iceland;HC2;2019;7,645
IS_2020;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);IS;Iceland;HC2;2020;7,598
IS_2021;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);IS;Iceland;HC2;2021;7,098
IS_2022;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);IS;Iceland;HC2;2022;7,049
LV_2012;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);LV;Latvia;HC2;2012;1,854
LV_2013;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);LV;Latvia;HC2;2013;2,32
LV_2014;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);LV;Latvia;HC2;2014;1,657
LV_2015;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);LV;Latvia;HC2;2015;2,114
LV_2016;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);LV;Latvia;HC2;2016;2,857
LV_2017;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);LV;Latvia;HC2;2017;3,212
LV_2018;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);LV;Latvia;HC2;2018;2,707
LV_2019;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);LV;Latvia;HC2;2019;2,616
LV_2020;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);LV;Latvia;HC2;2020;2,457
LV_2021;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);LV;Latvia;HC2;2021;2,24
LT_2012;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);LT;Lithuania;HC2;2012;4,477
LT_2013;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);LT;Lithuania;HC2;2013;3,117
LT_2014;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);LT;Lithuania;HC2;2014;2,933
LT_2015;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);LT;Lithuania;HC2;2015;2,843
LT_2016;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);LT;Lithuania;HC2;2016;2,598
LT_2017;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);LT;Lithuania;HC2;2017;2,903
LT_2018;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);LT;Lithuania;HC2;2018;2,855
LT_2019;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);LT;Lithuania;HC2;2019;2,861
LT_2020;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);LT;Lithuania;HC2;2020;2,095
LT_2021;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);LT;Lithuania;HC2;2021;2,649
LU_2012;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);LU;Luxembourg;HC2;2012;2,255
LU_2013;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);LU;Luxembourg;HC2;2013;2,213
LU_2014;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);LU;Luxembourg;HC2;2014;2,256
LU_2015;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);LU;Luxembourg;HC2;2015;2,244
LU_2016;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);LU;Luxembourg;HC2;2016;2,291
LU_2017;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);LU;Luxembourg;HC2;2017;2,193
LU_2018;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);LU;Luxembourg;HC2;2018;2,325
LU_2019;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);LU;Luxembourg;HC2;2019;7,209
LU_2020;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);LU;Luxembourg;HC2;2020;7,024
LU_2021;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);LU;Luxembourg;HC2;2021;7,064
LU_2022;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);LU;Luxembourg;HC2;2022;7,617
MT_2014;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);MT;Malta;HC2;2014;3,362
MT_2015;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);MT;Malta;HC2;2015;3,178
MT_2016;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);MT;Malta;HC2;2016;3,03
MT_2017;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);MT;Malta;HC2;2017;3,028
MT_2018;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);MT;Malta;HC2;2018;2,558
MT_2019;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);MT;Malta;HC2;2019;1,679
MT_2020;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);MT;Malta;HC2;2020;0,689
NL_2012;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);NL;Netherlands;HC2;2012;3,694
NL_2013;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);NL;Netherlands;HC2;2013;3,757
NL_2014;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);NL;Netherlands;HC2;2014;3,892
NL_2015;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);NL;Netherlands;HC2;2015;4,168
NL_2016;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);NL;Netherlands;HC2;2016;4,347
NL_2017;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);NL;Netherlands;HC2;2017;4,263
NL_2018;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);NL;Netherlands;HC2;2018;4,259
NL_2019;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);NL;Netherlands;HC2;2019;4,047
NL_2020;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);NL;Netherlands;HC2;2020;3,679
NL_2021;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);NL;Netherlands;HC2;2021;3,691
NL_2022;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);NL;Netherlands;HC2;2022;3,751
PL_2012;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);PL;Poland;HC2;2012;3,674
PL_2013;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);PL;Poland;HC2;2013;3,616
PL_2014;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);PL;Poland;HC2;2014;3,648
PL_2015;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);PL;Poland;HC2;2015;4,855
PL_2016;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);PL;Poland;HC2;2016;4,725
PL_2017;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);PL;Poland;HC2;2017;4,814
PL_2018;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);PL;Poland;HC2;2018;5,138
PL_2019;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);PL;Poland;HC2;2019;4,523
PL_2020;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);PL;Poland;HC2;2020;4,224
PL_2021;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);PL;Poland;HC2;2021;4,41
PT_2012;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);PT;Portugal;HC2;2012;4,335
PT_2013;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);PT;Portugal;HC2;2013;4,427
PT_2014;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);PT;Portugal;HC2;2014;4,5
PT_2015;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);PT;Portugal;HC2;2015;4,58
PT_2016;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);PT;Portugal;HC2;2016;4,418
PT_2017;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);PT;Portugal;HC2;2017;4,358
PT_2018;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);PT;Portugal;HC2;2018;4,222
PT_2019;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);PT;Portugal;HC2;2019;4,145
PT_2020;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);PT;Portugal;HC2;2020;3,988
PT_2021;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);PT;Portugal;HC2;2021;3,788
RO_2012;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);RO;Romania;HC2;2012;2,637
RO_2013;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);RO;Romania;HC2;2013;2,652
RO_2014;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);RO;Romania;HC2;2014;2,448
RO_2015;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);RO;Romania;HC2;2015;2,479
RO_2016;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);RO;Romania;HC2;2016;2,898
RO_2017;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);RO;Romania;HC2;2017;2,867
RO_2018;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);RO;Romania;HC2;2018;2,54
RO_2019;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);RO;Romania;HC2;2019;2,737
RO_2020;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);RO;Romania;HC2;2020;1,97
RO_2021;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);RO;Romania;HC2;2021;1,906
SK_2012;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);SK;Slovak Republic;HC2;2012;0,757
SK_2013;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);SK;Slovak Republic;HC2;2013;0,796
SK_2014;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);SK;Slovak Republic;HC2;2014;2,365
SK_2015;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);SK;Slovak Republic;HC2;2015;2,426
SK_2016;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);SK;Slovak Republic;HC2;2016;2,324
SK_2017;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);SK;Slovak Republic;HC2;2017;2,316
SK_2018;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);SK;Slovak Republic;HC2;2018;2,313
SK_2019;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);SK;Slovak Republic;HC2;2019;2,497
SK_2020;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);SK;Slovak Republic;HC2;2020;1,221
SK_2021;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);SK;Slovak Republic;HC2;2021;1,157
SI_2012;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);SI;Slovenia;HC2;2012;2,054
SI_2013;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);SI;Slovenia;HC2;2013;2,1
SI_2014;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);SI;Slovenia;HC2;2014;2,002
SI_2015;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);SI;Slovenia;HC2;2015;2,289
SI_2016;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);SI;Slovenia;HC2;2016;2,373
SI_2017;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);SI;Slovenia;HC2;2017;2,478
SI_2018;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);SI;Slovenia;HC2;2018;2,557
SI_2019;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);SI;Slovenia;HC2;2019;2,391
SI_2020;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);SI;Slovenia;HC2;2020;1,992
SI_2021;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);SI;Slovenia;HC2;2021;1,962
CH_2012;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);CH;Switzerland;HC2;2012;1,832
CH_2013;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);CH;Switzerland;HC2;2013;1,878
