ID;DATAFLOW;COUNTRY;Reference area;PROVIDER;Health care provider;TIME_PERIOD;OBS_VALUE
HR_2016;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);HR;Croatia;HP3;Providers of ambulatory healthcare;2016;20,444
HR_2017;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);HR;Croatia;HP3;Providers of ambulatory healthcare;2017;19,67
HR_2018;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);HR;Croatia;HP3;Providers of ambulatory healthcare;2018;19,604
HR_2019;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);HR;Croatia;HP3;Providers of ambulatory healthcare;2019;19,808
HR_2020;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);HR;Croatia;HP3;Providers of ambulatory healthcare;2020;18,998
HR_2021;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);HR;Croatia;HP3;Providers of ambulatory healthcare;2021;16,975
FI_2012;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);FI;Finland;HP3;Providers of ambulatory healthcare;2012;31,417
FI_2013;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);FI;Finland;HP3;Providers of ambulatory healthcare;2013;31,118
FI_2014;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);FI;Finland;HP3;Providers of ambulatory healthcare;2014;31,474
FI_2015;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);FI;Finland;HP3;Providers of ambulatory healthcare;2015;30,297
FI_2016;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);FI;Finland;HP3;Providers of ambulatory healthcare;2016;29,909
FI_2017;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);FI;Finland;HP3;Providers of ambulatory healthcare;2017;29,579
FI_2018;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);FI;Finland;HP3;Providers of ambulatory healthcare;2018;28,726
FI_2019;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);FI;Finland;HP3;Providers of ambulatory healthcare;2019;29,864
FI_2020;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);FI;Finland;HP3;Providers of ambulatory healthcare;2020;30,126
FI_2021;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);FI;Finland;HP3;Providers of ambulatory healthcare;2021;27,807
BE_2012;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);BE;Belgium;HP3;Providers of ambulatory healthcare;2012;30,889
BE_2013;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);BE;Belgium;HP3;Providers of ambulatory healthcare;2013;30,951
BE_2014;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);BE;Belgium;HP3;Providers of ambulatory healthcare;2014;31,469
BE_2015;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);BE;Belgium;HP3;Providers of ambulatory healthcare;2015;29,932
BE_2016;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);BE;Belgium;HP3;Providers of ambulatory healthcare;2016;30,657
BE_2017;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);BE;Belgium;HP3;Providers of ambulatory healthcare;2017;30,698
BE_2018;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);BE;Belgium;HP3;Providers of ambulatory healthcare;2018;31,248
BE_2019;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);BE;Belgium;HP3;Providers of ambulatory healthcare;2019;30,418
BE_2020;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);BE;Belgium;HP3;Providers of ambulatory healthcare;2020;28,866
BE_2021;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);BE;Belgium;HP3;Providers of ambulatory healthcare;2021;29,817
IT_2012;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);IT;Italy;HP3;Providers of ambulatory healthcare;2012;21,452
IT_2013;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);IT;Italy;HP3;Providers of ambulatory healthcare;2013;21,687
IT_2014;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);IT;Italy;HP3;Providers of ambulatory healthcare;2014;22,442
IT_2015;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);IT;Italy;HP3;Providers of ambulatory healthcare;2015;23,162
IT_2016;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);IT;Italy;HP3;Providers of ambulatory healthcare;2016;22,901
IT_2017;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);IT;Italy;HP3;Providers of ambulatory healthcare;2017;23,474
IT_2018;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);IT;Italy;HP3;Providers of ambulatory healthcare;2018;23,407
IT_2019;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);IT;Italy;HP3;Providers of ambulatory healthcare;2019;23,733
IT_2020;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);IT;Italy;HP3;Providers of ambulatory healthcare;2020;23,343
IT_2021;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);IT;Italy;HP3;Providers of ambulatory healthcare;2021;23,604
IT_2022;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);IT;Italy;HP3;Providers of ambulatory healthcare;2022;23,427
LT_2012;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);LT;Lithuania;HP3;Providers of ambulatory healthcare;2012;20,021
LT_2013;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);LT;Lithuania;HP3;Providers of ambulatory healthcare;2013;22,603
LT_2014;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);LT;Lithuania;HP3;Providers of ambulatory healthcare;2014;21,229
LT_2015;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);LT;Lithuania;HP3;Providers of ambulatory healthcare;2015;21,673
LT_2016;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);LT;Lithuania;HP3;Providers of ambulatory healthcare;2016;21,483
LT_2017;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);LT;Lithuania;HP3;Providers of ambulatory healthcare;2017;23,142
LT_2018;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);LT;Lithuania;HP3;Providers of ambulatory healthcare;2018;24,413
LT_2019;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);LT;Lithuania;HP3;Providers of ambulatory healthcare;2019;26,675
LT_2020;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);LT;Lithuania;HP3;Providers of ambulatory healthcare;2020;25,023
LT_2021;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);LT;Lithuania;HP3;Providers of ambulatory healthcare;2021;27,811
ES_2012;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);ES;Spain;HP3;Providers of ambulatory healthcare;2012;22,966
ES_2013;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);ES;Spain;HP3;Providers of ambulatory healthcare;2013;22,578
ES_2014;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);ES;Spain;HP3;Providers of ambulatory healthcare;2014;21,964
ES_2015;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);ES;Spain;HP3;Providers of ambulatory healthcare;2015;21,442
ES_2016;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);ES;Spain;HP3;Providers of ambulatory healthcare;2016;21,121
ES_2017;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);ES;Spain;HP3;Providers of ambulatory healthcare;2017;21,717
ES_2018;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);ES;Spain;HP3;Providers of ambulatory healthcare;2018;22,04
ES_2019;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);ES;Spain;HP3;Providers of ambulatory healthcare;2019;21,741
ES_2020;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);ES;Spain;HP3;Providers of ambulatory healthcare;2020;19,871
ES_2021;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);ES;Spain;HP3;Providers of ambulatory healthcare;2021;20,635
LU_2012;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);LU;Luxembourg;HP3;Providers of ambulatory healthcare;2012;29,194
LU_2013;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);LU;Luxembourg;HP3;Providers of ambulatory healthcare;2013;29,083
LU_2014;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);LU;Luxembourg;HP3;Providers of ambulatory healthcare;2014;28,977
LU_2015;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);LU;Luxembourg;HP3;Providers of ambulatory healthcare;2015;29,384
LU_2016;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);LU;Luxembourg;HP3;Providers of ambulatory healthcare;2016;29,5
LU_2017;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);LU;Luxembourg;HP3;Providers of ambulatory healthcare;2017;29,862
LU_2018;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);LU;Luxembourg;HP3;Providers of ambulatory healthcare;2018;29,779
LU_2019;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);LU;Luxembourg;HP3;Providers of ambulatory healthcare;2019;30,012
LU_2020;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);LU;Luxembourg;HP3;Providers of ambulatory healthcare;2020;28,761
LU_2021;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);LU;Luxembourg;HP3;Providers of ambulatory healthcare;2021;29,547
LU_2022;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);LU;Luxembourg;HP3;Providers of ambulatory healthcare;2022;31,095
CH_2012;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);CH;Switzerland;HP3;Providers of ambulatory healthcare;2012;26,271
CH_2013;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);CH;Switzerland;HP3;Providers of ambulatory healthcare;2013;26,798
CH_2014;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);CH;Switzerland;HP3;Providers of ambulatory healthcare;2014;26,861
CH_2015;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);CH;Switzerland;HP3;Providers of ambulatory healthcare;2015;27,434
CH_2016;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);CH;Switzerland;HP3;Providers of ambulatory healthcare;2016;27,448
CH_2017;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);CH;Switzerland;HP3;Providers of ambulatory healthcare;2017;26,856
CH_2018;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);CH;Switzerland;HP3;Providers of ambulatory healthcare;2018;27,093
CH_2019;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);CH;Switzerland;HP3;Providers of ambulatory healthcare;2019;27,994
CH_2020;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);CH;Switzerland;HP3;Providers of ambulatory healthcare;2020;27,118
CH_2021;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);CH;Switzerland;HP3;Providers of ambulatory healthcare;2021;26,848
DE_2012;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);DE;Germany;HP3;Providers of ambulatory healthcare;2012;31,346
DE_2013;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);DE;Germany;HP3;Providers of ambulatory healthcare;2013;31,347
DE_2014;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);DE;Germany;HP3;Providers of ambulatory healthcare;2014;31,329
DE_2015;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);DE;Germany;HP3;Providers of ambulatory healthcare;2015;31,381
DE_2016;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);DE;Germany;HP3;Providers of ambulatory healthcare;2016;31,501
DE_2017;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);DE;Germany;HP3;Providers of ambulatory healthcare;2017;31,431
DE_2018;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);DE;Germany;HP3;Providers of ambulatory healthcare;2018;31,652
DE_2019;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);DE;Germany;HP3;Providers of ambulatory healthcare;2019;31,836
DE_2020;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);DE;Germany;HP3;Providers of ambulatory healthcare;2020;31,349
DE_2021;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);DE;Germany;HP3;Providers of ambulatory healthcare;2021;30,992
IL_2012;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);IL;Israel;HP3;Providers of ambulatory healthcare;2012;53,478
IL_2013;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);IL;Israel;HP3;Providers of ambulatory healthcare;2013;53,637
IL_2014;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);IL;Israel;HP3;Providers of ambulatory healthcare;2014;53,542
IL_2015;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);IL;Israel;HP3;Providers of ambulatory healthcare;2015;53,699
IL_2016;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);IL;Israel;HP3;Providers of ambulatory healthcare;2016;53,614
IL_2017;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);IL;Israel;HP3;Providers of ambulatory healthcare;2017;53,891
IL_2018;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);IL;Israel;HP3;Providers of ambulatory healthcare;2018;53,828
IL_2019;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);IL;Israel;HP3;Providers of ambulatory healthcare;2019;54,094
IL_2020;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);IL;Israel;HP3;Providers of ambulatory healthcare;2020;52,349
CZ_2012;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);CZ;Czechia;HP3;Providers of ambulatory healthcare;2012;21,639
CZ_2013;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);CZ;Czechia;HP3;Providers of ambulatory healthcare;2013;22,035
CZ_2014;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);CZ;Czechia;HP3;Providers of ambulatory healthcare;2014;22,21
CZ_2015;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);CZ;Czechia;HP3;Providers of ambulatory healthcare;2015;22,468
CZ_2016;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);CZ;Czechia;HP3;Providers of ambulatory healthcare;2016;22,499
CZ_2017;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);CZ;Czechia;HP3;Providers of ambulatory healthcare;2017;22,539
CZ_2018;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);CZ;Czechia;HP3;Providers of ambulatory healthcare;2018;22,122
CZ_2019;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);CZ;Czechia;HP3;Providers of ambulatory healthcare;2019;22,256
CZ_2020;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);CZ;Czechia;HP3;Providers of ambulatory healthcare;2020;20,687
CZ_2021;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);CZ;Czechia;HP3;Providers of ambulatory healthcare;2021;21,355
CY_2012;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);CY;Cyprus;HP3;Providers of ambulatory healthcare;2012;24,948
CY_2013;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);CY;Cyprus;HP3;Providers of ambulatory healthcare;2013;25,061
CY_2014;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);CY;Cyprus;HP3;Providers of ambulatory healthcare;2014;26,113
CY_2015;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);CY;Cyprus;HP3;Providers of ambulatory healthcare;2015;25,162
CY_2016;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);CY;Cyprus;HP3;Providers of ambulatory healthcare;2016;25,277
CY_2017;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);CY;Cyprus;HP3;Providers of ambulatory healthcare;2017;25,271
CY_2018;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);CY;Cyprus;HP3;Providers of ambulatory healthcare;2018;24,984
CY_2019;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);CY;Cyprus;HP3;Providers of ambulatory healthcare;2019;27,06
CY_2020;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);CY;Cyprus;HP3;Providers of ambulatory healthcare;2020;25,817
CY_2021;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);CY;Cyprus;HP3;Providers of ambulatory healthcare;2021;20,869
SI_2012;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);SI;Slovenia;HP3;Providers of ambulatory healthcare;2012;21,749
SI_2013;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);SI;Slovenia;HP3;Providers of ambulatory healthcare;2013;21,653
SI_2014;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);SI;Slovenia;HP3;Providers of ambulatory healthcare;2014;22,278
SI_2015;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);SI;Slovenia;HP3;Providers of ambulatory healthcare;2015;22,528
SI_2016;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);SI;Slovenia;HP3;Providers of ambulatory healthcare;2016;22,236
SI_2017;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);SI;Slovenia;HP3;Providers of ambulatory healthcare;2017;22,777
SI_2018;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);SI;Slovenia;HP3;Providers of ambulatory healthcare;2018;23,028
SI_2019;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);SI;Slovenia;HP3;Providers of ambulatory healthcare;2019;23,238
SI_2020;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);SI;Slovenia;HP3;Providers of ambulatory healthcare;2020;23,64
SI_2021;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);SI;Slovenia;HP3;Providers of ambulatory healthcare;2021;26,188
LV_2012;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);LV;Latvia;HP3;Providers of ambulatory healthcare;2012;21,09
LV_2013;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);LV;Latvia;HP3;Providers of ambulatory healthcare;2013;19,306
LV_2014;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);LV;Latvia;HP3;Providers of ambulatory healthcare;2014;22,826
LV_2015;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);LV;Latvia;HP3;Providers of ambulatory healthcare;2015;23,515
LV_2016;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);LV;Latvia;HP3;Providers of ambulatory healthcare;2016;24,931
LV_2017;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);LV;Latvia;HP3;Providers of ambulatory healthcare;2017;24,752
LV_2018;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);LV;Latvia;HP3;Providers of ambulatory healthcare;2018;25,383
LV_2019;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);LV;Latvia;HP3;Providers of ambulatory healthcare;2019;25,996
LV_2020;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);LV;Latvia;HP3;Providers of ambulatory healthcare;2020;25,035
LV_2021;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);LV;Latvia;HP3;Providers of ambulatory healthcare;2021;33,352
PL_2012;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);PL;Poland;HP3;Providers of ambulatory healthcare;2012;25,682
PL_2013;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);PL;Poland;HP3;Providers of ambulatory healthcare;2013;25,793
PL_2014;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);PL;Poland;HP3;Providers of ambulatory healthcare;2014;26,426
PL_2015;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);PL;Poland;HP3;Providers of ambulatory healthcare;2015;27,013
PL_2016;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);PL;Poland;HP3;Providers of ambulatory healthcare;2016;26,79
PL_2017;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);PL;Poland;HP3;Providers of ambulatory healthcare;2017;26,408
PL_2018;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);PL;Poland;HP3;Providers of ambulatory healthcare;2018;24,314
PL_2019;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);PL;Poland;HP3;Providers of ambulatory healthcare;2019;24,924
PL_2020;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);PL;Poland;HP3;Providers of ambulatory healthcare;2020;25,803
PL_2021;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);PL;Poland;HP3;Providers of ambulatory healthcare;2021;25,299
BG_2012;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);BG;Bulgaria;HP3;Providers of ambulatory healthcare;2012;16,214
BG_2013;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);BG;Bulgaria;HP3;Providers of ambulatory healthcare;2013;16,646
BG_2014;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);BG;Bulgaria;HP3;Providers of ambulatory healthcare;2014;15,729
BG_2015;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);BG;Bulgaria;HP3;Providers of ambulatory healthcare;2015;16,309
BG_2016;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);BG;Bulgaria;HP3;Providers of ambulatory healthcare;2016;15,549
BG_2017;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);BG;Bulgaria;HP3;Providers of ambulatory healthcare;2017;15,676
BG_2018;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);BG;Bulgaria;HP3;Providers of ambulatory healthcare;2018;15,239
BG_2019;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);BG;Bulgaria;HP3;Providers of ambulatory healthcare;2019;15,011
BG_2020;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);BG;Bulgaria;HP3;Providers of ambulatory healthcare;2020;13,719
BG_2021;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);BG;Bulgaria;HP3;Providers of ambulatory healthcare;2021;14,071
PT_2012;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);PT;Portugal;HP3;Providers of ambulatory healthcare;2012;25,744
PT_2013;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);PT;Portugal;HP3;Providers of ambulatory healthcare;2013;25,817
PT_2014;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);PT;Portugal;HP3;Providers of ambulatory healthcare;2014;26,177
PT_2015;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);PT;Portugal;HP3;Providers of ambulatory healthcare;2015;25,904
PT_2016;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);PT;Portugal;HP3;Providers of ambulatory healthcare;2016;25,72
PT_2017;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);PT;Portugal;HP3;Providers of ambulatory healthcare;2017;26,043
PT_2018;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);PT;Portugal;HP3;Providers of ambulatory healthcare;2018;25,96
PT_2019;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);PT;Portugal;HP3;Providers of ambulatory healthcare;2019;25,825
PT_2020;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);PT;Portugal;HP3;Providers of ambulatory healthcare;2020;23,415
PT_2021;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);PT;Portugal;HP3;Providers of ambulatory healthcare;2021;25,544
GM_2013;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);GM;United Kingdom;HP3;Providers of ambulatory healthcare;2013;23,46
GM_2014;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);GM;United Kingdom;HP3;Providers of ambulatory healthcare;2014;23,405
GM_2015;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);GM;United Kingdom;HP3;Providers of ambulatory healthcare;2015;24,034
GM_2016;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);GM;United Kingdom;HP3;Providers of ambulatory healthcare;2016;24,195
GM_2017;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);GM;United Kingdom;HP3;Providers of ambulatory healthcare;2017;23,952
GM_2018;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);GM;United Kingdom;HP3;Providers of ambulatory healthcare;2018;24,573
GM_2019;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);GM;United Kingdom;HP3;Providers of ambulatory healthcare;2019;24,425
GM_2020;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);GM;United Kingdom;HP3;Providers of ambulatory healthcare;2020;23,805
GM_2021;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);GM;United Kingdom;HP3;Providers of ambulatory healthcare;2021;24,126
NL_2012;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);NL;Netherlands;HP3;Providers of ambulatory healthcare;2012;17,711
NL_2013;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);NL;Netherlands;HP3;Providers of ambulatory healthcare;2013;17,495
NL_2014;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);NL;Netherlands;HP3;Providers of ambulatory healthcare;2014;17,84
NL_2015;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);NL;Netherlands;HP3;Providers of ambulatory healthcare;2015;17,797
NL_2016;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);NL;Netherlands;HP3;Providers of ambulatory healthcare;2016;18,352
NL_2017;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);NL;Netherlands;HP3;Providers of ambulatory healthcare;2017;18,318
NL_2018;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);NL;Netherlands;HP3;Providers of ambulatory healthcare;2018;18,288
NL_2019;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);NL;Netherlands;HP3;Providers of ambulatory healthcare;2019;18,146
NL_2020;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);NL;Netherlands;HP3;Providers of ambulatory healthcare;2020;16,741
NL_2021;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);NL;Netherlands;HP3;Providers of ambulatory healthcare;2021;16,564
NL_2022;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);NL;Netherlands;HP3;Providers of ambulatory healthcare;2022;17,148
SK_2012;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);SK;Slovak Republic;HP3;Providers of ambulatory healthcare;2012;20,552
SK_2013;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);SK;Slovak Republic;HP3;Providers of ambulatory healthcare;2013;21,051
SK_2014;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);SK;Slovak Republic;HP3;Providers of ambulatory healthcare;2014;16,92
SK_2015;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);SK;Slovak Republic;HP3;Providers of ambulatory healthcare;2015;17,198
SK_2016;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);SK;Slovak Republic;HP3;Providers of ambulatory healthcare;2016;19,307
SK_2017;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);SK;Slovak Republic;HP3;Providers of ambulatory healthcare;2017;19,065
SK_2018;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);SK;Slovak Republic;HP3;Providers of ambulatory healthcare;2018;19,564
SK_2019;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);SK;Slovak Republic;HP3;Providers of ambulatory healthcare;2019;20,223
SK_2020;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);SK;Slovak Republic;HP3;Providers of ambulatory healthcare;2020;18,78
SK_2021;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);SK;Slovak Republic;HP3;Providers of ambulatory healthcare;2021;18,667
FR_2012;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);FR;France;HP3;Providers of ambulatory healthcare;2012;21,639
FR_2013;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);FR;France;HP3;Providers of ambulatory healthcare;2013;22,276
FR_2014;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);FR;France;HP3;Providers of ambulatory healthcare;2014;22,292
